file,name,cat,dataset,model,ratio,hybrid_alpha,n_methods,n_strategies,n_seeds,n_cells,done,src,methods,strategies,seeds,valid,rerun,warning,accepted_remote
phase_b_arxiv_T1_seed42.yaml,phase_b_arxiv_T1_seed42,main-matrix (arxiv),ogbn-arxiv,GCN,0.01,,3,6,1,18,6,disk,GIF|GNNDelete|GraphEraser,random|degree|pagerank|tracin|im|hybrid,42,4,2,Produced TracIn pilot cells require proper-TracIn refresh after IF-concordance.
phase_b_arxiv_T2_seed212.yaml,phase_b_arxiv_T2_seed212,main-matrix (arxiv),ogbn-arxiv,GCN,0.01,,3,6,1,18,0,disk,GIF|GNNDelete|GraphEraser,random|degree|pagerank|tracin|im|hybrid,212,,,
phase_b_arxiv_T3_seed722.yaml,phase_b_arxiv_T3_seed722,main-matrix (arxiv),ogbn-arxiv,GCN,0.01,,3,6,1,18,0,disk,GIF|GNNDelete|GraphEraser,random|degree|pagerank|tracin|im|hybrid,722,,,
phase_b_arxiv_feasibility.yaml,phase_b_arxiv_feasibility,main-matrix (arxiv),ogbn-arxiv,GCN,0.05,,5,1,1,5,0,disk,GIF|GNNDelete|MEGU|IDEA|GraphEraser,random,42,,,
phase_b_arxiv_hybrid_smoke.yaml,phase_b_arxiv_hybrid_smoke,main-matrix (arxiv),ogbn-arxiv,GCN,0.01,,1,1,1,1,0,disk,GIF,hybrid,42,,,
phase_b_arxiv_im_only.yaml,phase_b_arxiv_im_only,main-matrix (arxiv),ogbn-arxiv,GCN,0.05,,3,1,3,9,0,disk,GIF|GNNDelete|GraphEraser,im,42|212|722,,,
phase_b_arxiv_im_only_r01.yaml,phase_b_arxiv_im_only_r01,main-matrix (arxiv),ogbn-arxiv,GCN,0.01,,3,1,3,9,2,disk,GIF|GNNDelete|GraphEraser,im,42|212|722,,,
phase_b_arxiv_tracin_smoke.yaml,phase_b_arxiv_tracin_smoke,main-matrix (arxiv),ogbn-arxiv,GCN,0.01,,1,1,1,1,1,disk,GIF,tracin,42,0,1,Produced TracIn smoke cell requires proper-TracIn refresh after IF-concordance.
self/related_work/concordance/run_topology_selectors.py,concordance_topology_overlap,supplementary overlap/validity,multi,GCN,0.05,,1,6,1,6,6,disk,concordance,random|degree|pagerank|im|tracin|hybrid,2024,6,0,Top-k selector overlap produced for 6 datasets; TracIn/Hybrid overlap is Cora-only in this topology pass.
self/related_work/concordance/concordance_model_based.py,concordance_if_validity_gif_tracin,supplementary overlap/validity,cora|citeseer|pubmed,GCN,0.05,,1,3,1,3,3,disk,concordance,gif|proper_tracin|deployed_tracin,2024,3,0,Proper TracIn aligns with GIF on 3 datasets; run LiSSA sensitivity before quoting exact GIF magnitudes.
self/related_work/concordance/report.html,concordance_overlap_damage_join,supplementary overlap/validity,multi,GCN,0.05,,1,1,1,1,0,disk,proper_tracin_rerun,overlap_vs_damage,TBD,0,0,Pending after proper-TracIn/Hybrid attack reruns: join selector overlap with attack outcome.
sanity_graphrevoker.yaml,sanity_graphrevoker,sanity,cora,GCN,0.05,,1,1,1,1,1,csv,GraphRevoker,random,42,0,1,Historical feasibility cell predates the July shard-ensemble fix; superseded by sanity_graphrevoker_r05_notracin.,
sanity_graphrevoker_r05_full.yaml,sanity_graphrevoker_r05_full,sanity,cora,GCN,0.05,,1,6,1,6,6,csv,GraphRevoker,random|degree|pagerank|tracin|im|hybrid,42,0,6,Historical six-strategy sanity predates the July shard-ensemble fix and uses deployed legacy TracIn/Hybrid; do not cite.,
sanity_graphrevoker_r05_notracin.yaml,sanity_graphrevoker_r05_notracin,sanity,cora,GCN,0.05,,1,4,1,4,4,disk,GraphRevoker,random|degree|pagerank|im,42,0,0,Post-fix four-strategy canary passed remotely; local evidence import pending.,4
sanity_graphrevoker_r10_full.yaml,sanity_graphrevoker_r10_full,sanity,cora,GCN,0.1,,1,6,1,6,0,disk,GraphRevoker,random|degree|pagerank|tracin|im|hybrid,42,,,
sanity_one_cell.yaml,sanity_one_cell,sanity,cora,GCN,0.05,,1,1,1,1,1,csv,GIF,random,42,,,
